Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"GT","Agriculture Total","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2001","2001","gigagrams","661392.2709","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2002","2002","gigagrams","686407.5237","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2003","2003","gigagrams","715794.4192","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2004","2004","gigagrams","740720.7071","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2005","2005","gigagrams","747610.3146","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2006","2006","gigagrams","743672.9471","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2007","2007","gigagrams","763687.0177","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2008","2008","gigagrams","751492.5643","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2009","2009","gigagrams","742616.0721","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2010","2010","gigagrams","768371.9693","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2011","2011","gigagrams","760284.6427","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2012","2012","gigagrams","765595.6865","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2013","2013","gigagrams","762962.9067","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2014","2014","gigagrams","773680.4473","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2015","2015","gigagrams","771662.1902","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2016","2016","gigagrams","782940.0176","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2017","2017","gigagrams","790712.588","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1961","1961","gigagrams","998226.1233","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1962","1962","gigagrams","1010249.6673","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1963","1963","gigagrams","1021572.3502","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1964","1964","gigagrams","1057967.1994","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1965","1965","gigagrams","1073825.7304","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1966","1966","gigagrams","1107979.0511","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1967","1967","gigagrams","1121719.1467","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1968","1968","gigagrams","1146218.0271","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1969","1969","gigagrams","1159208.1397","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1970","1970","gigagrams","1173294.8839","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1971","1971","gigagrams","1195541.4384","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1972","1972","gigagrams","1204052.8316","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1973","1973","gigagrams","1227691.9006","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1974","1974","gigagrams","1232076.8263","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1975","1975","gigagrams","1264487.6375","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1976","1976","gigagrams","1270637.6312","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1977","1977","gigagrams","1301285.9928","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1978","1978","gigagrams","1337093.4354","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1979","1979","gigagrams","1355396.3933","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1980","1980","gigagrams","1380671.272","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1981","1981","gigagrams","1396682.1427","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1982","1982","gigagrams","1409729.5737","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1983","1983","gigagrams","1458218.2664","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1984","1984","gigagrams","1486654.3977","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1985","1985","gigagrams","1492847.8463","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1986","1986","gigagrams","1527421.7003","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1987","1987","gigagrams","1551252.4973","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1988","1988","gigagrams","1601567.4799","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1989","1989","gigagrams","1637496.8423","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1990","1990","gigagrams","1711655.9712","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1991","1991","gigagrams","1728345.6903","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1992","1992","gigagrams","1827613.6538","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1993","1993","gigagrams","1826375.9985","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1994","1994","gigagrams","1858687.1125","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1995","1995","gigagrams","1928423.9383","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1996","1996","gigagrams","1981408.5627","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1997","1997","gigagrams","1925759.8566","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1998","1998","gigagrams","1949604.6164","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1999","1999","gigagrams","1988719.2958","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2000","2000","gigagrams","1970283.3591","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2001","2001","gigagrams","1962477.3617","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2002","2002","gigagrams","1971817.3427","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2003","2003","gigagrams","1983640.1977","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2004","2004","gigagrams","2029526.3084","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2005","2005","gigagrams","2072804.7908","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2006","2006","gigagrams","2110498.7649","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2007","2007","gigagrams","2137225.9646","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2008","2008","gigagrams","2167471.7445","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2009","2009","gigagrams","2201313.3743","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2010","2010","gigagrams","2225757.4436","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2011","2011","gigagrams","2238870.3317","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2012","2012","gigagrams","2251623.9556","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2013","2013","gigagrams","2267101.3637","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2014","2014","gigagrams","2276958.2893","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2015","2015","gigagrams","2297401.7064","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2016","2016","gigagrams","2316238.5993","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2017","2017","gigagrams","2338497.6476","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1961","1961","gigagrams","698499.3268","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1962","1962","gigagrams","721944.4829","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1963","1963","gigagrams","728591.8636","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1964","1964","gigagrams","722974.5068","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1965","1965","gigagrams","737093.903","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1966","1966","gigagrams","767283.9295","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1967","1967","gigagrams","790642.5489","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1968","1968","gigagrams","802388.8815","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1969","1969","gigagrams","802590.6001","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1970","1970","gigagrams","807176.7363","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1971","1971","gigagrams","829800.9296","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1972","1972","gigagrams","845634.9366","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1973","1973","gigagrams","872419.4741","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1974","1974","gigagrams","892314.5244","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1975","1975","gigagrams","905790.2898","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1976","1976","gigagrams","907679.5492","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1977","1977","gigagrams","911143.3461","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1978","1978","gigagrams","932677.2167","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1979","1979","gigagrams","937714.0262","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1980","1980","gigagrams","946745.2446","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1981","1981","gigagrams","942080.8428","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1982","1982","gigagrams","957857.527","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1983","1983","gigagrams","966764.9819","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1984","1984","gigagrams","982017.1826","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1985","1985","gigagrams","986015.6115","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1986","1986","gigagrams","988801.1955","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1987","1987","gigagrams","982877.5809","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1988","1988","gigagrams","972003.6962","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1989","1989","gigagrams","961047.6432","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1990","1990","gigagrams","985295.8185","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1991","1991","gigagrams","945233.6693","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1992","1992","gigagrams","804544.9881","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1993","1993","gigagrams","772228.4696","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1994","1994","gigagrams","746197.7845","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1995","1995","gigagrams","716806.3223","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1996","1996","gigagrams","702748.5694","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1997","1997","gigagrams","680921.7752","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1998","1998","gigagrams","659331.1671","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1999","1999","gigagrams","642274.2044","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2000","2000","gigagrams","630681.9757","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2001","2001","gigagrams","621410.8952","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2002","2002","gigagrams","613302.4592","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2003","2003","gigagrams","611886.8886","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2004","2004","gigagrams","598956.0781","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2005","2005","gigagrams","584404.1808","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2006","2006","gigagrams","577217.6717","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2007","2007","gigagrams","581321.7381","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2008","2008","gigagrams","583145.8626","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2009","2009","gigagrams","570569.5169","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2010","2010","gigagrams","569657.1485","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2011","2011","gigagrams","565370.9309","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2012","2012","gigagrams","563168.9013","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2013","2013","gigagrams","569891.3087","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2014","2014","gigagrams","574256.3401","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2015","2015","gigagrams","574837.5226","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2016","2016","gigagrams","577795.7235","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2017","2017","gigagrams","579892.1013","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1961","1961","gigagrams","121442.1639","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1962","1962","gigagrams","125311.9454","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1963","1963","gigagrams","127526.1352","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1964","1964","gigagrams","130814.0189","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1965","1965","gigagrams","132921.2146","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1966","1966","gigagrams","129650.9556","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1967","1967","gigagrams","134288.5975","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1968","1968","gigagrams","139193.3559","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1969","1969","gigagrams","144629.5078","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1970","1970","gigagrams","149823.458","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1971","1971","gigagrams","151905.3036","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1972","1972","gigagrams","155416.3044","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1973","1973","gigagrams","151628.6616","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1974","1974","gigagrams","156787.1221","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1975","1975","gigagrams","162522.3872","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1976","1976","gigagrams","163032.3834","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1977","1977","gigagrams","155200.0638","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1978","1978","gigagrams","150400.3568","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1979","1979","gigagrams","146496.1162","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1980","1980","gigagrams","146991.9734","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1981","1981","gigagrams","145046.4197","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1982","1982","gigagrams","144339.6051","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"GT","Agriculture Total","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1983","1983","gigagrams","139533.8004","A","Aggregate, may include official, semi-official, estimated or calculated data",""
